PostingID,Title,Company,Location,Summary,Link,Description
1518,Staff Data Scientist,Valassis Digital,"Morrisville, NC","Staff Data Scientist ? Machine Learning & Real-Time Decision Processing. You are excited about the complexity and challenges of creating intelligent, high...",https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0CCtOQFBkQNFLW86JI2n3g743iSrihE9F06fLrjoo2w2CxbJri4yKR4ueVXHqEwKnYioWeU_kBwmnnu87IK_9Q5jCCfe3nW5pOlq8CDUaYJ2cuRE3DQJdbOVpcArLiRNBhFYKLoVf01tVP23v5izbGF6cKTui8TIS67kXiser9RSioERTAxjYY-KgJhbR_RzGcLCSAWluVmYpSD23AXVt7nCWu7myrsTygd9BrQSrrdFm3lcchd7T-Lbor8HxzaXwkaklc9NeSMsal-m_RxJRkx6osK_kDE8OyDljta2xfBsy_Ue8mOHYzrg3Wsuvnm0pnXDo3miO0bfEqK4NjIl5cCrx5sD2gTkQmZIVUDQnrYYhVRQKrd4RC3cXqpscvWQq_nIisf15eNphxXztDkwj40fx4cjXfSLFyxR2gxP2nMe6zUifi1oi9J2c7OGl7Jf9TXXM4aCrWLTEGdzB2RSpz9ZwIz5s1MKieg11OBYLf7wA==&vjs=3&p=2&fvj=0,"Staff Data Scientist ? Machine Learning & Real-Time Decision Processing. You are excited about the complexity and challenges of creating intelligent, high..."
1519,Staff Data Scientist,SocialCode,"San Francisco, CA","Defining business problems in machine learning / deep Learning framework. Apply advanced AI techniques-- machine learning, predictive analytics, optimization,...",https://www.indeed.com/rc/clk?jk=46369e623c72fd14&fccid=642f21aaeae9a304&vjs=3,"Defining business problems in machine learning / deep Learning framework. Apply advanced AI techniques-- machine learning, predictive analytics, optimization,..."
1520,Staff Data Scientist,Valassis Digital,"Morrisville, NC","Staff Data Scientist ? Machine Learning & Real-Time Decision Processing. You are excited about the complexity and challenges of creating intelligent, high...",https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0CCtOQFBkQNFLW86JI2n3g743iSrihE9F06fLrjoo2w2CxbJri4yKR4ueVXHqEwKnYioWeU_kBwmnnu87IK_9Q5jCCfe3nW5pOlq8CDUaYJ2cuRE3DQJdbOVpcArLiRNBhFYKLoVf01tVP23v5izbGFsV8la6OdV3R1Y9V7V5pz-Pvdlm5syXQQOu1XVzSzJ8SH7-xyFOMW0fsnBz79as2dK0q3ogQqdE2jbYVKe_Ble7BMkWGRx-pSw4aMXgimH24z4VSA4QGJ-WQ_m4TCNtCHyrpe-FyJcqSRioYGQUWCsZzUxG2PSb1xe_HjeZnZJqghz0kqGYlAKXzwdKZuFNhwTQjKUXg4HZmDgymkM4412xhx6WA0Gr1V-Xvu0Pq70gmRcmJAolg99adK3ww5e1Bafmis4FbWDHBAF8eNims0VVac6ly1lxHODeU9jdM0Ve63gMTiDKP_h2MCCE5ioC-rAeDkBuvA2NbYub3KW3WrAA==&vjs=3&p=3&fvj=0,"Staff Data Scientist ? Machine Learning & Real-Time Decision Processing. You are excited about the complexity and challenges of creating intelligent, high..."
1521,Staff Data Scientist,Valassis Digital,"Morrisville, NC","Staff Data Scientist ? Machine Learning & Real-Time Decision Processing. You are excited about the complexity and challenges of creating intelligent, high...",https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0CCtOQFBkQNFLW86JI2n3g743iSrihE9F06fLrjoo2w2CxbJri4yKR4ueVXHqEwKnYioWeU_kBwmnnu87IK_9Q5jCCfe3nW5pOlq8CDUaYJ2cuRE3DQJdbOVpcArLiRNBhFYKLoVf01tVP23v5izbGFoBKb2idfI5tC-2fnL26j4K4akCNveAVx-BpwDtD_aGA4VlUpcTu9-ELmQG_go05N6ur1-GLNisdA6tmWkXJ8dPaZUYYakEmuk5oXz0T0gwd2Yv6XWKvOghrfDKO9N-b-OHbXP3ytfKC0zUhHlFXirbI0tu6Jpe_Smah3egpJM-eEafyq8urjmqeZnKu6qvIA7TGCFlj5cvhtiunOfkxV46YrGwJuSVnN9cn8ut7PJcqUth9zJml1rVm43ybEm8ueVcAplMB8tgrpHorjB54x-jhj2fqUGPZNQk8r_M9ojA6lAQrTMQK34Gq2JkfAOUSoY3R1zCNzi6WgxR0n_-TZjg==&vjs=3&p=2&fvj=0,"Staff Data Scientist ? Machine Learning & Real-Time Decision Processing. You are excited about the complexity and challenges of creating intelligent, high..."
1522,Staff Data Scientist,Valassis Digital,"Morrisville, NC","Staff Data Scientist ? Machine Learning & Real-Time Decision Processing. You are excited about the complexity and challenges of creating intelligent, high...",https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0CCtOQFBkQNFLW86JI2n3g743iSrihE9F06fLrjoo2w2CxbJri4yKR4ueVXHqEwKnYioWeU_kBwmnnu87IK_9Q5jCCfe3nW5pOlq8CDUaYJ2cuRE3DQJdbOVpcArLiRNBhFYKLoVf01tVP23v5izbGFT90mC5N9HCHagSzwTlDfavMfWZR0fi9Bj3UHuxqZCso77Tr2iOw57AkpdbUXyfMY_Uisb89ByIfFyLb1UNWHal5Ke3H4fQbYBmJ_Ut9x6WZZHnF_uvz3u9Ey9in0MjzkQ0CfVxJgq-DheeF7exIrA2p_MGq-gJhKJII68UkAP7pQkmRrDC8vkGx6USrI60OE3QRqoHzNsBP3NsN3J7yaIyy2D9pidj99QvNN7K6PXVa04VpdMzmOuYaa6TOzlDLrnrY2SLosJKmo5a6TxdHDGeoY1XShRWgEq5AnldHnsoKEx38ABFaZTITsTHVxjm0UjQRU6tE7QXKavNmkk1qWJw==&vjs=3&p=0&fvj=0,"Staff Data Scientist ? Machine Learning & Real-Time Decision Processing. You are excited about the complexity and challenges of creating intelligent, high..."
1523,"Staff Data Scientist, Marketing Analytics",Etsy,"New York, NY","The Marketing Analytics team is responsible for helping drive the success of marketing efforts at Etsy by providing actionable insights, industry-leading...",https://www.indeed.com/rc/clk?jk=09eebe9aa2b29f44&fccid=9ecb91618c39a24f&vjs=3,"The Marketing Analytics team is responsible for helping drive the success of marketing efforts at Etsy by providing actionable insights, industry-leading..."
1524,"Staff Data Scientist, Marketing Analytics",Etsy,"New York, NY","The Marketing Analytics team is responsible for helping drive the success of marketing efforts at Etsy by providing actionable insights, industry-leading...",https://www.indeed.com/rc/clk?jk=09eebe9aa2b29f44&fccid=9ecb91618c39a24f&vjs=3,"The Marketing Analytics team is responsible for helping drive the success of marketing efforts at Etsy by providing actionable insights, industry-leading..."
1525,Statistical Genomicist,Embark Veterinary,"Ithaca, NY",Develop pipelines for processing and analyzing health and clinical data. Build models to predict complex health and trait phenotypes from genetic and...,https://www.indeed.com/rc/clk?jk=9f7e11901ebfc462&fccid=887b9b7f681bf424&vjs=3,Develop pipelines for processing and analyzing health and clinical data. Build models to predict complex health and trait phenotypes from genetic and...
1526,Statistical Genomicist,Embark Veterinary,"Ithaca, NY",Develop pipelines for processing and analyzing health and clinical data. Build models to predict complex health and trait phenotypes from genetic and...,https://www.indeed.com/rc/clk?jk=9f7e11901ebfc462&fccid=887b9b7f681bf424&vjs=3,Develop pipelines for processing and analyzing health and clinical data. Build models to predict complex health and trait phenotypes from genetic and...
1527,Statistical Modeler I,Sallie Mae,"Newark, DE","Academic ? 1+ years of financial services environment working experiences with focusing on data manipulation and data analysis using SQL, SAS, R or comparable...",https://www.indeed.com/rc/clk?jk=132073ea9a6a86ca&fccid=132c75bec7143385&vjs=3,"Academic ? 1+ years of financial services environment working experiences with focusing on data manipulation and data analysis using SQL, SAS, R or comparable..."
1528,Statistical Programmer,Katalyst Healthcares & Life Sciences,"Boston, MA","Provides technical leadership in SAS programs and applications designed to analyze and report complex clinical trial data in Tables, Listings, and Figures, and...",https://www.indeed.com/rc/clk?jk=46a9b1e1ee731fdc&fccid=951ab475814d0147&vjs=3,"Provides technical leadership in SAS programs and applications designed to analyze and report complex clinical trial data in Tables, Listings, and Figures, and..."
1529,Statistician & Data Analysis Scientist,Corning,"Painted Post, NY",Work alongside scientists and project teams to design experiments to efficiently understand or optimize new systems and processes....,https://www.indeed.com/rc/clk?jk=86ff8a11cd798745&fccid=31bebfb78bc1f0f1&vjs=3,Work alongside scientists and project teams to design experiments to efficiently understand or optimize new systems and processes....
1530,Statistician/Data Scientist,State Farm,"Athens, GA",The MAGNet co-lead position is an applied analytics role focused on individual project work with the intent to assume full management of the program in the...,https://www.indeed.com/rc/clk?jk=5cf21d151e913565&fccid=d2310af9b3bb8585&vjs=3,The MAGNet co-lead position is an applied analytics role focused on individual project work with the intent to assume full management of the program in the...
1531,Student Internship - Predictive Modeling - Summer 2019,AF Group,"Lansing, MI","Interns will gain exposure to agents, policyholders, health care providers, claimants, attorney and other AF Group staff and customers, as directed by business...",https://www.indeed.com/rc/clk?jk=b524e11c5656c051&fccid=b8e78781b07678d4&vjs=3,"Interns will gain exposure to agents, policyholders, health care providers, claimants, attorney and other AF Group staff and customers, as directed by business..."
1532,Student Internship - Predictive Modeling - Summer 2019,"Accident Fund Holdings, Inc.","Lansing, MI","Interns will gain exposure to agents, policyholders, health care providers, claimants, attorney and other AF Group staff and customers, as directed by business...",https://www.indeed.com/rc/clk?jk=b9f5b888b4be8815&fccid=7312c2107c129f09&vjs=3,"Interns will gain exposure to agents, policyholders, health care providers, claimants, attorney and other AF Group staff and customers, as directed by business..."
1533,Students Seeking Data Scientist Full Time Employment,ExxonMobil,"Houston, TX",Data science encompasses the computational and statistical skills required to use data in support of scientific enquiry and sound business decision-making....,https://www.indeed.,Data science encompasses the computational and statistical skills required to use data in support of scientific enquiry and sound business decision-making....
1534,Students Seeking Data Scientist Full Time Employment,ExxonMobil,"Houston, TX",Data science encompasses the computational and statistical skills required to use data in support of scientific enquiry and sound business decision-making....,https://www.indeed.com/rc/clk?jk=637b097996d39feb&fccid=1ddb91d85c72e885&vjs=3,Data science encompasses the computational and statistical skills required to use data in support of scientific enquiry and sound business decision-making....
1535,"Summer Intern, Data Analysis",National Association of Home Builders,"Washington, DC","Projects will include aggregating data into a profile report, analyzing past data, and survey support. The ideal candidate will have the ability to extract and...",https://www.indeed.com/rc/clk?jk=aa67ab10cb084ec6&fccid=8e4e0055187c458d&vjs=3,"Projects will include aggregating data into a profile report, analyzing past data, and survey support. The ideal candidate will have the ability to extract and..."
1536,Technology Consultant - Data Scientist,"BlueStream Consulting, LLC","Baltimore, MD",Minimum of 4 years of experience applying data analytics and machine learning concepts and methodologies....,https://www.indeed.com/company/Visual-Bridge/jobs/Technology-Consultant-3a38bc2bf59cc7e7?fccid=22ade5f3d42c0d41&vjs=3,Minimum of 4 years of experience applying data analytics and machine learning concepts and methodologies....
1537,Top Secret Data Scientist,Deloitte,"Arlington, VA","The Analytics & Cognitive team leverages the power of data, analytics, robotics, science and cognitive technologies to uncover hidden relationships from vast...",https://www.indeed.com/rc/clk?jk=21d1cfc9f667182a&fccid=9e215d88a6b33622&vjs=3,"The Analytics & Cognitive team leverages the power of data, analytics, robotics, science and cognitive technologies to uncover hidden relationships from vast..."
1538,Undergraduate Internship/Co-op Program - Data Scientist,Central Intelligence Agency,"Washington, DC","As a Data Scientist Undergraduate Intern for the CIA, you will work side-by-side with other Data Scientists to organize and interpret data to inform US decision...",https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0AF-trXmOgtyCwioKtrEl8yaVFL4BmZPgj5ekSBDDCZjYyztgCjYk9Nn1Yk0fikpBCXlbJRto7tbhTNs_8jWhl66WDYF0blksRUITtN7f7We5vatuy-owf4G8p0KvDNaw5E1QWVFkpNgy6etcBpHsqGNAc7QbL3IhRkTam0tEpvHfKYjUv6qJHPlO-gCke7hbZgscFycXY4D3YcPcxbqJIsCONL4--HN79x-ii51MXsObyHRAHLO1fgqOJU5WUcP8odte4hJq8thk5o4zPBEvVSwWW8kyLGYoRhspmsaP4VkCHFfNRDBXa3uL8GPfPWgGEPC7pUY_KwbbomhTrRxOY5taAxeGCdxeslh8awDJt6locGeRcCmZQXFgwJqy6Td2BFAZWhmN3pbTfflzwO81tbRvgKrK0D1GCE_gJQU9ZiMu4Imm67xY5LTButb_9X3-c=&vjs=3&p=4&fvj=0,"As a Data Scientist Undergraduate Intern for the CIA, you will work side-by-side with other Data Scientists to organize and interpret data to inform US decision..."
1539,Undergraduate Internship/Co-op Program - Data Scientist,Central Intelligence Agency,"Washington, DC","As a Data Scientist Undergraduate Intern for the CIA, you will work side-by-side with other Data Scientists to organize and interpret data to inform US decision...",https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0AF-trXmOgtyCwioKtrEl8yaVFL4BmZPgj5ekSBDDCZjYyztgCjYk9Nn1Yk0fikpBCXlbJRto7tbhTNs_8jWhl66WDYF0blksRUITtN7f7We5vatuy-owf4G8p0KvDNaw5E1QWVFkpNgyADM9PXnFM24LI27zvt7fnounZ7WhCR8CRyt68Bqb9Pw2njhtfIceB1eo8uk2kRnA5oJ4F9QCG8SBcpprLF22T9OixRIATUzbg8sKIFXT8iCSFe4omAO7dS7AJbmrxyBjaEEsaCGvi5qcvhSp_8GOWtJKp904SrV5OKFo_wuctU2KkdnDmv-o7fXh2on7S7ynNYSRntgPaB7rsYB6UJst4zJCoWRWK4i4fbdN4XRU5ljYDJfBXbzvs05YYzCrMYuQCmJcBBD6Kjt0gTzhZrKmbNAavu3zcZ7BWfiLnY8zwH1Qlh9kepUuI=&vjs=3&p=17&fvj=0,"As a Data Scientist Undergraduate Intern for the CIA, you will work side-by-side with other Data Scientists to organize and interpret data to inform US decision..."
1540,Undergraduate Internship/Co-op Program - Data Scientist,Central Intelligence Agency,"Washington, DC","As a Data Scientist Undergraduate Intern for the CIA, you will work side-by-side with other Data Scientists to organize and interpret data to inform US decision...",https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0AF-trXmOgtyCwioKtrEl8yaVFL4BmZPgj5ekSBDDCZjYyztgCjYk9Nn1Yk0fikpBCXlbJRto7tbhTNs_8jWhl66WDYF0blksRUITtN7f7We5vatuy-owf4G8p0KvDNaw5E1QWVFkpNgyADM9PXnFM2QNfr4j9NG5sJy4A9OgQpakOeoAXuYt-XwHjpPu9tmUB18smL7BHsKJXGEn6sBKM2jAhMfyDAFHN3FA6R8O-LrSG-49Zdwm8NkCw6Jjv3AwlgSqQ9L3LdOvZkXJnE8UyePhSZUHDfznDaYpwfIB0hxbUQAor2qf9nGnt1H-INPd3ReFWpdfJvmc8wdfq9p4_tP0yzE0YZ5boJ8zZx6fNXGAjTYH4se9NSWWpcweWvlvf2r-7fC6qt7wCukYYy5hqtjGZWo18q1K2l0iEopwB5Ih0d6GoxN9cWdwXoocfdMmk=&vjs=3&p=5&fvj=0,"As a Data Scientist Undergraduate Intern for the CIA, you will work side-by-side with other Data Scientists to organize and interpret data to inform US decision..."
1541,Undergraduate Internship/Co-op Program - Data Scientist,Central Intelligence Agency,"Washington, DC","As a Data Scientist Undergraduate Intern for the CIA, you will work side-by-side with other Data Scientists to organize and interpret data to inform US decision...",https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0AF-trXmOgtyCwioKtrEl8yaVFL4BmZPgj5ekSBDDCZjYyztgCjYk9Nn1Yk0fikpBCXlbJRto7tbhTNs_8jWhl66WDYF0blksRUITtN7f7We5vatuy-owf4G8p0KvDNaw5E1QWVFkpNg2dvJFEmkVu2OG0DHbpPyMLLRFp7rC6YVTboe3fcvDkYsyVHXKjoYSx5-afLLTkkGpSOJwGRqMIwfoOKM9a-vUT7QeIQuK6KQpZ6dFu-w4BbcQvgdLW56MoS_Y5tTNav4hrHbPDltd8uViPN-DmYvXz1-4-uRtrAsUfAMrj2MDm6N3AHnfD67-Mru_M7fZ-mu4CnSOrS00xAl17M_qFdwj34ZipDWFVkYN1Sk6abU1R1YMFs5ggCENNQbZZ2v6Y1dMxg_5Q65VPF28EspfJt_TifrSqZK6gl2boyV5MfTDz6xsDkK9HbKX4=&vjs=3&p=4&fvj=0,"As a Data Scientist Undergraduate Intern for the CIA, you will work side-by-side with other Data Scientists to organize and interpret data to inform US decision..."
1542,Undergraduate Internship/Co-op Program - Data Scientist,Central Intelligence Agency,"Washington, DC","As a Data Scientist Undergraduate Intern for the CIA, you will work side-by-side with other Data Scientists to organize and interpret data to inform US decision...",https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0AF-trXmOgtyCwioKtrEl8yaVFL4BmZPgj5ekSBDDCZjYyztgCjYk9Nn1Yk0fikpBCXlbJRto7tbhTNs_8jWhl66WDYF0blksRUITtN7f7We5vatuy-owf4G8p0KvDNaw5E1QWVFkpNg2dvJFEmkVu2ZlPpKllsQV_dIQ6BQe1Lf1LNHxlDijWLjFsfrtfjYsZBGA7iP5Qq39wPL4j5NJ4tRiGAFppopeZ4gm0RN_rb0uJEP0OCAGwEPCzZWqhikXodsuD84D14C5RaHpi030_V1yYhROz2I-74CPS46oX7GCWoCh7Mma1i-0WlOFpMhyFOJV_k5_PVmI0d4n9LQGJY9MtkgeY5IZESYkoGu03-Z9LbuKT_EKpFSgM7dHpZkBBi1Dx3W3rQe4OmE535JNnCn1EyWPrmP7V2NNmtIRHFx3OWMmnaXYZRdhn6_AdY_IQ=&vjs=3&p=13&fvj=0,"As a Data Scientist Undergraduate Intern for the CIA, you will work side-by-side with other Data Scientists to organize and interpret data to inform US decision..."
1543,Undergraduate Internship/Co-op Program - Data Scientist,Central Intelligence Agency,"Washington, DC","As a Data Scientist Undergraduate Intern for the CIA, you will work side-by-side with other Data Scientists to organize and interpret data to inform US decision...",https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0AF-trXmOgtyCwioKtrEl8yaVFL4BmZPgj5ekSBDDCZjYyztgCjYk9Nn1Yk0fikpBCXlbJRto7tbhTNs_8jWhl66WDYF0blksRUITtN7f7We5vatuy-owf4G8p0KvDNaw5E1QWVFkpNg7OQ08wHCVkLkf4HlJwzgxCaO1k1y_4Z7eS2iJFcdsw3GpmwK5yp8bnAAFNoNCZd1nz4xXKPXfHe4K8_K5iaA__RO-w24kXfEWn4bkHyd_ArrJvzjhPu1soW_SWBJ1nDnm5qL2OsMO1QZo_V5-QpcbkCyoNzKtWfx43ZvgJmn5nlpJg6FL8ClE_XMXlm8znAB9xH5hPA8KpxdqFu8DtSJguxXauhSIzp8r_hVdiJXta_TA2WXdwxUSGYxUb4ZUAXfgT7-QghuZ3rY2sMKfqwFD7O-Fnt3vt41Bc1bDVhfiBLoof5e59Llso=&vjs=3&p=13&fvj=0,"As a Data Scientist Undergraduate Intern for the CIA, you will work side-by-side with other Data Scientists to organize and interpret data to inform US decision..."
1544,Undergraduate Internship/Co-op Program - Data Scientist,Central Intelligence Agency,"Washington, DC","As a Data Scientist Undergraduate Intern for the CIA, you will work side-by-side with other Data Scientists to organize and interpret data to inform US decision...",https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0AF-trXmOgtyCwioKtrEl8yaVFL4BmZPgj5ekSBDDCZjYyztgCjYk9Nn1Yk0fikpBCXlbJRto7tbhTNs_8jWhl66WDYF0blksRUITtN7f7We5vatuy-owf4G8p0KvDNaw5E1QWVFkpNg5VbLtRLsNstm8ZbgvYV3oFh1X_ytl2lxT3kdHdQgD4aKjP1wVCvG2jJc5bqTvdgSH-QI-tYwHtKAm3aWgJRQHQiJzqU-Zaaokik1n9IKxNRpUmDYL5PwItnMyzQwoKOAsn0EF-Qbp82A2m6iXPbq5okuPGLvIsfa6BP2tqjSEori19SMR2mZaXTaidXWfrEMZzeWoHTkgOC7HW2SauyOMcqgz3c2AQ8QXBmS1UxPDbXPPBwMJ5t2WOaw1B6Lhunaz2ZWWNX2vCpfGH5_1kRAqBk7CFYKibpZsC_5KeEeezCiDsxd4Zbk-w=&vjs=3&p=13&fvj=0,"As a Data Scientist Undergraduate Intern for the CIA, you will work side-by-side with other Data Scientists to organize and interpret data to inform US decision..."
1545,Undergraduate Internship/Co-op Program - Data Scientist,Central Intelligence Agency,"Washington, DC","As a Data Scientist Undergraduate Intern for the CIA, you will work side-by-side with other Data Scientists to organize and interpret data to inform US decision...",https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0AF-trXmOgtyCwioKtrEl8yaVFL4BmZPgj5ekSBDDCZjYyztgCjYk9Nn1Yk0fikpBCXlbJRto7tbhTNs_8jWhl66WDYF0blksRUITtN7f7We5vatuy-owf4G8p0KvDNaw5E1QWVFkpNg59BHHPc_mTO4VIhz3LLvYRBOs7bY7yMv_-LdhvnlcfXbkx671RoGJgdoUCTon-Q-3B6jlfY8-WYKgf9MD9ggbavFIdHyI4K_HohOrT9WrS4S9LikMPCx74Rhv9UgXkqdOGrGPAaq2tjfUn_VdFX0LjB3pKd3uSico1Ha1NmMxJm6PBxEIwYCM1xUA3WJErPap-6g2Uw43efct5a06IEMrk2LK0UqzalIplURFu431N2DhJz6961-VSOt63dQeCt_yx4FxYl3WCaLbKpBmJJL9Xsdq65JMG6f5jnEoTioQS4GAftzZ4YrtY=&vjs=3&p=12&fvj=0,"As a Data Scientist Undergraduate Intern for the CIA, you will work side-by-side with other Data Scientists to organize and interpret data to inform US decision..."
1546,Undergraduate Internship/Co-op Program - Data Scientist,Central Intelligence Agency,"Washington, DC","As a Data Scientist Undergraduate Intern for the CIA, you will work side-by-side with other Data Scientists to organize and interpret data to inform US decision...",https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0AF-trXmOgtyCwioKtrEl8yaVFL4BmZPgj5ekSBDDCZjYyztgCjYk9Nn1Yk0fikpBCXlbJRto7tbhTNs_8jWhl66WDYF0blksRUITtN7f7We5vatuy-owf4G8p0KvDNaw5E1QWVFkpNg8NXbvDHRbJysUK2Uuk3-LmsXL5El1firVJtixkZYZcuNs3_kjquq4rVQn_tOCC2c-o8g2TQ7NJ-hd53Zv8ESmBK-Yz3Fj6XnD7Jkk3kwltV9SrNwuaEMRTRVf8ta6bspbJ8Ll22o2uRMQPuQAUNC6ousEzxgMxSX28yhsjev8u_Ifp0axr-JQCLphN0aE_d_bMbiocM6MtnDO1mhEHfkgvIhslpJ1o9l74XS-CEHZJCuNzMBIaxaF4Ud2MT60Gl-lhm2g86LdecstpOR878R6fJuG-nUWJwK3JOs2gH1NMWLfmOF8XJXCM=&vjs=3&p=17&fvj=0,"As a Data Scientist Undergraduate Intern for the CIA, you will work side-by-side with other Data Scientists to organize and interpret data to inform US decision..."
1547,Undergraduate Internship/Co-op Program - Data Scientist,Central Intelligence Agency,"Washington, DC","As a Data Scientist Undergraduate Intern for the CIA, you will work side-by-side with other Data Scientists to organize and interpret data to inform US decision...",https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0AF-trXmOgtyCwioKtrEl8yaVFL4BmZPgj5ekSBDDCZjYyztgCjYk9Nn1Yk0fikpBCXlbJRto7tbhTNs_8jWhl66WDYF0blksRUITtN7f7We5vatuy-owf4G8p0KvDNaw5E1QWVFkpNg0HxVjcJ39YiZZZX78Vl6_vZq6Zx1KUB5C0EGfIDJSIxSSgP6h53kJePjA9Hm0l7q5o19S-WCyN8OfhW0yQ_6cvuS7TASBE8eLXXxbXl_aqOOtiT4QZxGoPKnlKI-1GIhVky5cjG7UOe4Uv2UNaNYEhBnZHkZmCzpN3tJn5jbADG4xpRW7birXfTnjZ5fEDjBiCSvN8g9Rj8tt9__8K5NcurXiaj59NPO8dbPyC6MvR4ufBVTOSsoGc50UvCbgQ207TmLY6lQVALWUC-41B34yGfDReM1_VDYKjLi49zBK0sS3tMx9bJ3LY=&vjs=3&p=13&fvj=0,"As a Data Scientist Undergraduate Intern for the CIA, you will work side-by-side with other Data Scientists to organize and interpret data to inform US decision..."
1548,Undergraduate Internship/Co-op Program - Data Scientist,Central Intelligence Agency,"Washington, DC","As a Data Scientist Undergraduate Intern for the CIA, you will work side-by-side with other Data Scientists to organize and interpret data to inform US decision...",https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0AF-trXmOgtyCwioKtrEl8yaVFL4BmZPgj5ekSBDDCZjYyztgCjYk9Nn1Yk0fikpBCXlbJRto7tbhTNs_8jWhl66WDYF0blksRUITtN7f7We5vatuy-owf4G8p0KvDNaw5E1QWVFkpNg0HxVjcJ39Yiyt9Sqm_SOocLc_FVMH_z2ZwNYIUI7Qe81J3xrDia8z3mpiBeJj-jg6m-rHtBhJM4JvUoKXX3juWGYB0QS0uXOskv4Nh9c1CVu3PExHb4p_W8ivlHpBrFnNx96YDuIk1DtvDlVx6_GIQYuZBr6_DLlNIw2KZ5-N-Oi-epjwMNtuf2eaL5vEPry3EJLwr1ITFzPk-MW4ywINvmwwp-D_IXqCzf1u6uiJyTWFHnu-SoMlMeh2Ss0pBipYd3n4rh4B4JqZra--oJ8uEgbAINx_wDRcPMlOe9qGeNDKRL5fW6Ahc=&vjs=3&p=12&fvj=0,"As a Data Scientist Undergraduate Intern for the CIA, you will work side-by-side with other Data Scientists to organize and interpret data to inform US decision..."
1549,Undergraduate Internship/Co-op Program - Data Scientist,Central Intelligence Agency,"Washington, DC","As a Data Scientist Undergraduate Intern for the CIA, you will work side-by-side with other Data Scientists to organize and interpret data to inform US decision...",https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0AF-trXmOgtyCwioKtrEl8yaVFL4BmZPgj5ekSBDDCZjYyztgCjYk9Nn1Yk0fikpBCXlbJRto7tbhTNs_8jWhl66WDYF0blksRUITtN7f7We5vatuy-owf4G8p0KvDNaw5E1QWVFkpNg138PyIsUEKTwbw4lwHrxNJVCqFOg8_04owQgUs0jMpvrCZtZ5FpGjXBNlXl2MlMxL_9oo9nGBJ8rn8UCjMAf612LV82vFHARy-XNx6CLN9ekODMJnu6y8wWImxiBHzYNzcdQs6j5Ej2YzzEgHBOm3do6De5lsYXJiMJeKHq-MC_T00m5WnVYHuht9vBxAoWRGcubUcbA_okIGkJ7ap421HJTVLpJKOqW2PX3_gSHWh84ZlZ81fc9zIDho-c0hvPbQSVNm0gMlQWinCWLLasqkHaBXRs93Ik0f73WohU5Or1aFLsNaquNeo=&vjs=3&p=13&fvj=0,"As a Data Scientist Undergraduate Intern for the CIA, you will work side-by-side with other Data Scientists to organize and interpret data to inform US decision..."
1550,Undergraduate Internship/Co-op Program - Data Scientist,Central Intelligence Agency,"Washington, DC","As a Data Scientist Undergraduate Intern for the CIA, you will work side-by-side with other Data Scientists to organize and interpret data to inform US decision...",https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0AF-trXmOgtyCwioKtrEl8yaVFL4BmZPgj5ekSBDDCZjYyztgCjYk9Nn1Yk0fikpBCXlbJRto7tbhTNs_8jWhl66WDYF0blksRUITtN7f7We5vatuy-owf4G8p0KvDNaw5E1QWVFkpNg2vnM-1uTRuD6q7w4Xg6snDymX8jB0wIm-ZPwKkJ9tpfQQ5xt1bzRXn_sK7T-JVpdBFa6oX1JkKgXj6O_OFiF91VvZ89aVAzJReYC6ZZOwzgDE43gxOL3MLx0jMFQG_mTu448APD9Kprvn_zwjGUm_PEub2sybzZ7Esfp1K3ylgjYgYqILqWRlJVOJrRGrpSTteg9SiB8avM9WowB2GUnHUcraZUEHKqiirUURxmKK4qQ_F41hYfHRg4UwImcRjttjhLDT2u7pGBHlKF-YMWokMGl0HmPw-0Z22dIbMW57dvnLJRNVLpmyY=&vjs=3&p=13&fvj=0,"As a Data Scientist Undergraduate Intern for the CIA, you will work side-by-side with other Data Scientists to organize and interpret data to inform US decision..."
